Rating	JobTitle	companyname	location	Estsal	Mediansal
3.4	Senior Business Analyst	Eversource Energy –	"Hartford, CT"	Est. Salary $97k-$141k	The median pay of $117k is:
4	Business Analyst	Ellie Mae –	"Pleasanton, CA"	Est. Salary $85k-$130k	The median pay of $104k is:
4	Business Analyst	Hilton –	"Orlando, FL"	Est. Salary $48k-$80k	The median pay of $62k is:
3.5	Business Analyst	Microchip Technology –	"Chandler, AZ"	Est. Salary $51k-$77k	The median pay of $63k is:
3.6	Senior IT Business Analyst	TalkingRain Beverage –	"Issaquah, WA"	Est. Salary $75k-$107k	The median pay of $90k is:
3.2	Business Analyst	iHeartMedia Inc. –	"San Antonio, TX"	Est. Salary $44k-$73k	The median pay of $57k is:
3.5	Entry Level Business Analyst	Reynolds and Reynolds –	"Dayton, OH"	Est. Salary $37k-$57k	The median pay of $46k is:
3.2	Business Systems Analyst	Love's Travel Stops & Country Stores –	"Oklahoma City, OK"	Est. Salary $52k-$68k	The median pay of $60k is:
3.4	Business - Principal Systems Analyst	Stanford Health –	"Palo Alto, CA"	Est. Salary $85k-$118k	The median pay of $101k is:
3.1	Senior Business Analyst	TCF Bank –	"Plymouth, MN"	Est. Salary $68k-$106k	The median pay of $87k is:
4	Business Analyst - Amazon	Mars –	United States	Est. Salary $50k-$75k	The median pay of $62k is:
3.4	Business Intelligence Analyst II	American Specialty Health –	"San Diego, CA"	Est. Salary $59k-$86k	The median pay of $71k is:
3	Senior Business Systems Analyst Payment Systems	Citizens Bank –	"Cranston, RI"	Est. Salary $65k-$89k	The median pay of $76k is:
3.3	Associate Business Analyst	"Qualifacts Systems, Inc. –"	"Nashville, TN"	Est. Salary $49k-$72k	The median pay of $60k is:
3.6	Business Systems Analyst	Cook Inc. –	"Bloomington, IN"	Est. Salary $51k-$68k	The median pay of $60k is:
3.8	Executive Operations Business Analyst	Cisco Systems –	"San Jose, CA"	Est. Salary $76k-$121k	The median pay of $94k is:
3.8	"Analyst, Business Strategy & Analytics"	Autodesk –	"San Francisco, CA"		
4.6	Business Analyst	Strivector –	"San Diego, CA"	Est. Salary $50k-$82k	The median pay of $64k is:
3.6	Business Analyst	Schneider Electric –	"Andover, MA"	Est. Salary $71k-$106k	The median pay of $88k is:
4	Business Technology Analyst Internship	School Outfitters –	"Cincinnati, OH"	Est. Salary $57k-$71k	The median pay of $64k is:
2.9	Salesforce Business Analyst	Carbonite –	"Boston, MA"	Est. Salary $68k-$102k	The median pay of $84k is:
3.7	JD Edwards Business Analyst	"DuCharme, McMillen & Associates –"	"Cleveland, OH"	Est. Salary $47k-$76k	The median pay of $61k is:
3.1	Hybris Business Analyst	PFSweb –	"Allen, TX"	Est. Salary $50k-$79k	The median pay of $64k is:
3.7	Business Analyst	Accenture –	"Minneapolis, MN"	Est. Salary $60k-$85k	The median pay of $74k is:
3.7	Business Analyst	Morgan Stanley –	"New York, NY"	Est. Salary $60k-$99k	The median pay of $78k is:
2.8	Business Analyst	Bloom Energy –	"Sunnyvale, CA"	Est. Salary $76k-$111k	The median pay of $93k is:
3.9	Senior Business Financial Analyst	DTE Energy –	"Detroit, MI"	Est. Salary $82k-$126k	The median pay of $100k is:
3.5	"Business Analyst, US"	Unum –	"Chattanooga, TN"	Est. Salary $40k-$62k	The median pay of $51k is:
3.6	Business Analyst	Credit Suisse –	"Raleigh, NC"	Est. Salary $49k-$88k	The median pay of $69k is:
4.3	Business Analyst	"Hired by Matrix, Inc. –"	"Carmel, IN"		
3	IT Business Analyst -Finance	MoneyGram –	"Saint Louis Park, MN"	Est. Salary $54k-$81k	The median pay of $66k is:
3	Business Analyst	"Trion Group, a Marsh & McLennan Agency –"	"King of Prussia, PA"	Est. Salary $52k-$79k	The median pay of $65k is:
3.2	Business Analyst	Uline –	"Auburn, WA"	Est. Salary $46k-$69k	The median pay of $57k is:
4.6	Business Analyst	Centric Consulting –	"Cincinnati, OH"	Est. Salary $71k-$107k	The median pay of $87k is:
3.5	Senior Business Analyst	Wespath Benefits and Investments –	"Glenview, IL"	Est. Salary $71k-$103k	The median pay of $86k is:
3.3	Senior Business Analyst	Qualifacts Systems –	"Nashville, TN"	Est. Salary $69k-$100k	The median pay of $83k is:
3.3	Business Analyst	ConsultUSA –	"Miamisburg, OH"		
5	Consultant - Portland - Business Solutions Analyst	Propeller –	"Portland, OR"	Est. Salary $56k-$81k	The median pay of $69k is:
3.1	Business Analyst	Bankers Life –	"Carmel, IN"	Est. Salary $45k-$68k	The median pay of $56k is:
3	Business Analyst	Bridgewater –	"Westport, CT"	Est. Salary $92k-$146k	The median pay of $116k is:
3.6	Business Operations Analyst	JPMorgan Chase & Co. –	"Wilmington, DE"	Est. Salary $45k-$72k	The median pay of $57k is:
	Business Analyst	Wellthie –	"New York, NY"	Est. Salary $55k-$101k	The median pay of $73k is:
2.8	Business Analyst	"Multimedia Games, Inc. –"	"Las Vegas, NV"	Est. Salary $49k-$79k	The median pay of $63k is:
3.4	Business Analyst 2 - Business Analyst Lead	Capgemini –	"Atlanta, GA"	Est. Salary $86k-$129k	The median pay of $105k is:
3.4	AvMed Business Analyst 3	AvMed Health Plans –	"Miami, FL"	Est. Salary $69k-$102k	The median pay of $84k is:
3.6	Business Systems Analyst	Rackspace –	"Austin, TX"	Est. Salary $73k-$96k	The median pay of $83k is:
2.6	Business Analyst	Prime Healthcare Services Inc –	"Denville, NJ"	Est. Salary $70k-$102k	The median pay of $85k is:
3.1	Business Analyst - Financial Software	Pietech –	"Powhatan, VA"	Est. Salary $46k-$71k	The median pay of $57k is:
3.8	Business Intelligence Analyst	MediaTemple - GD –	"Los Angeles, CA"	Est. Salary $64k-$94k	The median pay of $77k is:
4.6	Business Systems Analyst	Facebook –	"Menlo Park, CA"	Est. Salary $86k-$111k	The median pay of $97k is:
4.7	Business Process Analyst	Health Carousel –	"Cincinnati, OH"		
3.7	Technical Business Analyst	Jack Henry –	"San Diego, CA"	Est. Salary $54k-$85k	The median pay of $68k is:
2.7	"Business Systems Analysts, IT"	Delaware Life –	"Indianapolis, IN"	Est. Salary $58k-$76k	The median pay of $67k is:
3.7	Business Analyst	Exelon –	"Plymouth Meeting, PA"	Est. Salary $58k-$89k	The median pay of $72k is:
4.7	Business Analyst	Avani Technology Solutions –	"Ann Arbor, MI"	Est. Salary $43k-$63k	The median pay of $52k is:
3	Business Systems Analyst	Regence –	"Portland, OR"	Est. Salary $50k-$67k	The median pay of $58k is:
3.6	Business System Analyst	Ethos Lending –	"Irvine, CA"	Est. Salary $75k-$105k	The median pay of $89k is:
3.3	Business Analyst	Aureus Group –	"West Des Moines, IA"		
3.6	Business Analyst	Partners HealthCare –	"Somerville, MA"	Est. Salary $53k-$78k	The median pay of $65k is:
3.6	Business Analyst / Junior Project Manager	AQR Capital Management –	"Greenwich, CT"	Est. Salary $94k-$144k	The median pay of $117k is:
3.4	Business Analyst	Inficare –	"Mason, OH"	Est. Salary $58k-$85k	The median pay of $70k is:
3.2	Contract - Business Analyst	Pacific Metrics –	"Lakewood, CO"	Est. Salary $42k-$68k	The median pay of $54k is:
2.7	Business Analyst	York Telecom Corporation –	"Thousand Oaks, CA"	Est. Salary $58k-$90k	The median pay of $73k is:
3.3	Business Analyst	netPolarity –	"Manhasset, NY"		
3.9	Business Analyst	"Axelon, Inc. –"	"New York, NY"	Est. Salary $71k-$115k	The median pay of $90k is:
3	Business Systems Analyst	QRC Technologies –	"Fredericksburg, VA"	Est. Salary $60k-$96k	The median pay of $76k is:
4.1	Business Intelligence Reporting Analyst	MaineHealth –	"South Portland, ME"	Est. Salary $51k-$77k	The median pay of $63k is:
4.4	Business Analyst	Bluewolf –	"Atlanta, GA"	Est. Salary $45k-$62k	The median pay of $53k is:
4	Business Systems Analyst	GDH Consulting –	"Palo Alto, CA"		
3	Epic Business Intelligence Analyst	The Portland Clinic –	"Portland, OR"	Est. Salary $55k-$83k	The median pay of $67k is:
4.3	Business Analyst	Ascent Services Group –	"Chicago, IL"		
3	Business Systems Analyst	HD Supply –	"Orlando, FL"	Est. Salary $52k-$69k	The median pay of $61k is:
3	Business Analyst	JBS –	"Greeley, CO"	Est. Salary $46k-$85k	The median pay of $63k is:
3	Business Analyst	Sequris Group –	"Royal Oak, MI"	Est. Salary $46k-$68k	The median pay of $56k is:
3.6	Business Analyst	LMI –	"Washington, DC"	Est. Salary $60k-$82k	The median pay of $70k is:
2.8	Business Analyst	LiveHealthier –	"Rancho Cordova, CA"	Est. Salary $42k-$63k	The median pay of $52k is:
3.9	"Analyst, Business Analytics"	RetailMeNot –	"Austin, TX"		
2.6	Business Analyst	Ciber –	"Austin, TX"	Est. Salary $66k-$103k	The median pay of $83k is:
3.4	Business Process Management Business Analyst	LabAnswer –	"Remote, OR"	Est. Salary $55k-$86k	The median pay of $68k is:
3.2	Associate Business Analyst	comScore –	"Los Angeles, CA"	Est. Salary $49k-$72k	The median pay of $59k is:
3.7	Business Analyst	Aurora Health Care –	"Milwaukee, WI"	Est. Salary $58k-$85k	The median pay of $71k is:
3.9	Business Analyst	UNC Health Care –	"Chapel Hill, NC"	Est. Salary $54k-$80k	The median pay of $66k is:
3.6	Business Analyst	Geocent –	"Washington, DC"	Est. Salary $68k-$106k	The median pay of $84k is:
3.8	Principal IS Business System Analyst	Amgen –	"Thousand Oaks, CA"	Est. Salary $89k-$129k	The median pay of $110k is:
4	Business Analyst	Spectraforce Technologies Inc –	"Liberty, MO"		
4.2	Business Analyst	PROLIM –	"Auburn Hills, MI"	Est. Salary $44k-$75k	The median pay of $58k is:
3.6	Business Analyst	Rose International –	"Dover, DE"		
3.9	Business Analyst - Intermediate/ Jr.	"Axelon, Inc. –"	"Bridgewater, NJ"	Est. Salary $56k-$90k	The median pay of $71k is:
3.2	DISCOVERANT BUSINESS SYSTEMS ANALYST	4th Source –	"Albany, NY"		
3.8	"Analyst - Business Technology, Consulting (Summer/Fall)"	Deloitte –	"Camp Hill, PA"	Est. Salary $91k-$123k	The median pay of $107k is:
3.1	Intern - Business Analyst - Summer	Xylem –	"Morrisville, NC"	Est. Salary $39k-$59k	The median pay of $48k is:
3.6	BUSINESS ANALYST - Talent Development	Scripps Health –	"San Diego, CA"	Est. Salary $67k-$98k	The median pay of $81k is:
3.6	Business Analyst	Coupang –	"Palo Alto, CA"	Est. Salary $59k-$93k	The median pay of $73k is:
4.5	Business Systems Analyst	American Strategic Insurance –	"Saint Petersburg, FL"	Est. Salary $42k-$57k	The median pay of $49k is:
4.1	Business Analyst	NYU –	"New York, NY"	Est. Salary $48k-$80k	The median pay of $62k is:
3.9	Intern: Business Analyst	Juniper Networks –	United States	Est. Salary $44k-$69k	The median pay of $54k is:
2.8	Business Analyst - Treasury	Price Chopper –	"Schenectady, NY"	Est. Salary $45k-$72k	The median pay of $58k is:
3.9	Business Analyst	"First Insight, Inc. –"	"Pittsburgh, PA"	Est. Salary $61k-$93k	The median pay of $75k is:
3.1	Business Analyst II	TSYS –	"Alpharetta, GA"	Est. Salary $43k-$72k	The median pay of $56k is:
3.8	Business Analyst - Technology	GEP –	"Clark, NJ"	Est. Salary $53k-$82k	The median pay of $65k is:
2.7	Business Systems Analyst	Force America –	"Burnsville, MN"	Est. Salary $53k-$70k	The median pay of $62k is:
3.5	Business Analyst	Barclays –	"Wilmington, DE"	Est. Salary $60k-$105k	The median pay of $82k is:
3.4	Business Analyst	NICE –	"Atlanta, GA"	Est. Salary $66k-$101k	The median pay of $83k is:
3.5	"Business Analyst, Prime Video"	Amazon.com –	"Seattle, WA"	Est. Salary $62k-$97k	The median pay of $77k is:
3.4	Business Analyst	Oracle –	"Rocklin, CA"	Est. Salary $55k-$83k	The median pay of $64k is:
3	Business Analyst	BNY Mellon –	"Dallas, TX"	Est. Salary $51k-$89k	The median pay of $69k is:
3.3	Business Systems Analyst	MHN –	"Rancho Cordova, CA"	Est. Salary $51k-$67k	The median pay of $59k is:
3.5	Business Analyst	Citi –	"Long Island City, NY"	Est. Salary $59k-$106k	The median pay of $79k is:
4	Business Systems Analyst	Advanced Software Talent –	"Vacaville, CA"	Est. Salary $66k-$89k	The median pay of $77k is:
3.4	Senior Business Analyst	Enterprise –	"Saint Louis, MO"	Est. Salary $76k-$117k	The median pay of $95k is:
3.5	Business Analyst	Webster Bank –	"New Britain, CT"	Est. Salary $51k-$84k	The median pay of $66k is:
3.5	Business Analyst	Barclays –	"Wilmington, DE"	Est. Salary $60k-$105k	The median pay of $82k is:
3.4	Business Analyst	NICE –	"Atlanta, GA"	Est. Salary $66k-$101k	The median pay of $83k is:
3.4	Business Analyst	Oracle –	"Rocklin, CA"	Est. Salary $55k-$83k	The median pay of $64k is:
3.5	"Business Analyst, Prime Video"	Amazon.com –	"Seattle, WA"	Est. Salary $62k-$97k	The median pay of $77k is:
3.3	Business Systems Analyst	MHN –	"Rancho Cordova, CA"	Est. Salary $51k-$67k	The median pay of $59k is:
3	Business Analyst	BNY Mellon –	"Dallas, TX"	Est. Salary $51k-$89k	The median pay of $69k is:
4	Business Systems Analyst	Advanced Software Talent –	"Vacaville, CA"	Est. Salary $66k-$89k	The median pay of $77k is:
3.5	Business Analyst	Citi –	"Long Island City, NY"	Est. Salary $59k-$106k	The median pay of $79k is:
3.5	Business Analyst	Webster Bank –	"New Britain, CT"	Est. Salary $51k-$84k	The median pay of $66k is:
3.4	Senior Business Analyst	Enterprise –	"Saint Louis, MO"	Est. Salary $76k-$117k	The median pay of $95k is:
3.8	Jr Business Analyst	Pabst Brewing Company –	"San Antonio, TX"	Est. Salary $38k-$57k	The median pay of $47k is:
4	"Sr. Business Systems Analyst, Netsuite"	Glassdoor –	"Mill Valley, CA"	Est. Salary $111k-$144k	The median pay of $126k is:
3.8	Application/Business Analyst	Loma Linda University Medical Center –	"Loma Linda, CA"	Est. Salary $56k-$83k	The median pay of $69k is:
3.1	IT Business Analyst	Lands' End –	"Dodgeville, WI"	Est. Salary $48k-$74k	The median pay of $59k is:
3.7	Business Process Analyst	"CrossCountry Mortgage, Inc –"	"Brecksville, OH"	Est. Salary $39k-$60k	The median pay of $49k is:
3.2	Business Analyst	Fiserv –	"King of Prussia, PA"	Est. Salary $55k-$82k	The median pay of $68k is:
3.4	Business Analyst	News America Marketing –	"Wilton, CT"	Est. Salary $58k-$88k	The median pay of $73k is:
3.5	Business Analyst - Personal Lines	Main Street America –	"Keene, NH"	Est. Salary $59k-$88k	The median pay of $73k is:
4.5	Entry Level Business Analyst	rootliquids –	"Miami, FL"	Est. Salary $43k-$81k	The median pay of $60k is:
4.4	Business Analyst	Diverse Lynx –	"Thousand Oaks, CA"	Est. Salary $61k-$91k	The median pay of $75k is:
2.2	Business Technical Analyst	Highmark Health –	"Pittsburgh, PA"	Est. Salary $48k-$74k	The median pay of $59k is:
3.5	Customer Business Analyst	Arcadia Healthcare Solutions –	"Rockford, IL"	Est. Salary $54k-$80k	The median pay of $67k is:
3.4	Business Analyst	Vertafore –	"East Lansing, MI"	Est. Salary $51k-$79k	The median pay of $64k is:
3.5	Business Analyst	Las Vegas Sands Corp. –	"Las Vegas, NV"	Est. Salary $52k-$83k	The median pay of $65k is:
2.7	Enterprise Business Analyst	Medpace –	"Cincinnati, OH"	Est. Salary $39k-$63k	The median pay of $49k is:
4.1	Business Analyst	"22nd Century Staffing, Inc –"	"Dover, DE"		
4.5	Business Analyst	Hudson Energy Services –	"Bingham Farms, MI"	Est. Salary $58k-$80k	The median pay of $68k is:
3.5	Business Analyst	Internal Data Resources –	"Atlanta, GA"		
3.7	Payroll Business Analyst	Sephora –	"San Francisco, CA"	Est. Salary $64k-$100k	The median pay of $79k is:
3.7	Business Analyst	Cummins –	"Columbus, IN"	Est. Salary $58k-$87k	The median pay of $72k is:
4.3	Business Analyst	Newgistics Inc. –	"San Francisco, CA"	Est. Salary $56k-$88k	The median pay of $70k is:
2.5	Financial Analyst	Mteq –	"Lorton, VA"	Est. Salary $52k-$78k	The median pay of $63k is:
	Business Analyst	Wyndham Destination Network –	"Carmel, IN"		
3.4	Business System Analyst IV	Aviall –	"Dallas, TX"	Est. Salary $60k-$79k	The median pay of $69k is:
3.8	Business Analyst	Computer Task Group –	"Brooklyn, OH"		
4.4	Business Analyst	Sagarsoft –	"Glastonbury, CT"	Est. Salary $70k-$102k	The median pay of $85k is:
2	Business Analyst	Advanced Integration Technologies –	"Chesterfield, MI"	Est. Salary $66k-$101k	The median pay of $82k is:
3.1	Business Analyst	Arbor Day –	"Lincoln, NE"	Est. Salary $41k-$67k	The median pay of $53k is:
4.8	Business Analyst	Mobomo –	"Washington, DC"	Est. Salary $57k-$89k	The median pay of $71k is:
3.8	Business Analyst	Rangam Consultants –	"Louisville, KY"	Est. Salary $43k-$73k	The median pay of $57k is:
3.8	IT Business Analyst Intern	EMC –	"Chicago, IL"	Est. Salary $53k-$77k	The median pay of $63k is:
3.8	Business Analyst	2U –	"New York, NY"	Est. Salary $76k-$115k	The median pay of $94k is:
3.3	Business Analyst	SCCI –	"King George, VA"	Est. Salary $48k-$67k	The median pay of $57k is:
3.1	Business Analyst	Elsevier –	"Philadelphia, PA"	Est. Salary $71k-$113k	The median pay of $91k is:
	Business Analyst	Strivevector –	"San Diego, CA"		
3.7	Senior Business Rules Analyst	USAA –	"Tampa, FL"		
4.5	Business Analyst	Noah Consulting –	"Houston, TX"	Est. Salary $76k-$105k	The median pay of $90k is:
3.7	Senior Technical Business Analyst	Jack Henry –	"Louisville, KY"	Est. Salary $78k-$114k	The median pay of $94k is:
3.6	SR BUSINESS SYSTEM ANALYST	Sentara Healthcare –	"Virginia Beach, VA"	Est. Salary $65k-$84k	The median pay of $74k is:
2.8	Senior Business Systems Analysts - US	Seven Lakes Technologies –	"Westlake Village, Los Angeles, CA"	Est. Salary $104k-$131k	The median pay of $117k is:
3	Business Analyst	TrueBlue –	"Tacoma, WA"		
3.3	Business Analyst	Marsh –	"New York, NY"	Est. Salary $57k-$87k	The median pay of $71k is:
2.6	Business Systems Analyst	Infogroup –	"Papillion, NE"	Est. Salary $73k-$98k	The median pay of $84k is:
4	Business Analyst	Arkansas Foundation for Medical Care –	"Little Rock, AR"	Est. Salary $40k-$62k	The median pay of $50k is:
3.6	ECommerce Business Analyst	Ainsworth Pet Nutrition –	United States	Est. Salary $37k-$57k	The median pay of $47k is:
3.6	Business Systems Analyst	L'Oréal –	"Monmouth Junction, NJ"	Est. Salary $69k-$92k	The median pay of $80k is:
3.3	Manufacturing Business Systems Analyst	Skyworks –	"Woburn, MA"	Est. Salary $70k-$91k	The median pay of $81k is:
4.2	Business Analyst	ShaneCo –	"Centennial, CO"	Est. Salary $62k-$96k	The median pay of $78k is:
2.8	Business Analyst	Merlin International –	"Atlanta, GA"	Est. Salary $71k-$98k	The median pay of $83k is:
2.7	Business Analyst	Jo-Ann Stores –	"Hudson, OH"	Est. Salary $40k-$58k	The median pay of $47k is:
4	Business Analyst	SANDAG –	"San Diego, CA"	Est. Salary $46k-$75k	The median pay of $59k is:
